AKT1,-2.1124595128707568e-14
AMPK,0.26724401837597833
ATM/ATR,0.03259144864336491
CDK4,0.026819966743776374
CDKN1A,0.042110305136996325
CDKN2A,-2.1124595128707568e-14
DNAdamage,-2.1124595128707568e-14
E2F1,-2.1124595128707568e-14
EIF4EBP1,-2.1124595128707568e-14
FOXO3,0.170594801390397
IGF1,-2.1124595128707568e-14
IGF1R,-2.1124595128707568e-14
IKBKB,-2.1124595128707568e-14
IL1B,-2.1124595128707568e-14
IL6,-2.1124595128707568e-14
INSR,0.023771891922722003
IRS1,-2.1124595128707568e-14
KRAS,0.039168099991871694
MAP2K3/MAP2K6,-2.1124595128707568e-14
MAPK1,0.02906697267659656
MAPK14,-2.1124595128707568e-14
MDM2,-2.1124595128707568e-14
MTOR,-2.1124595128707568e-14
NAD+,0.15463080464479784
NFKB1,-2.1124595128707568e-14
NFKBIE,0.0050932881901086715
PDK1,0.27739664832323974
PIK3CA,0.053649916447432146
PPARGC1A,0.34754997474322247
PTEN,0.003938088005920032
RB1,-2.1124595128707568e-14
RHEB,0.060786628226088886
ROS,0.028233811743061728
S6K1,-2.1124595128707568e-14
SGK1,0.024232686540962334
SIRT1,0.26883387068050096
SOD2,0.036763089430958316
TNF,-2.1124595128707568e-14
TP53,-2.1124595128707568e-14
TSC2,0.1739072925206723
ULK1,-2.1124595128707568e-14
lowNutrition,-2.1124595128707568e-14
